"","V1"
"6965",15
"6966",15
"6967",15
"6968",15
"6969",17
"6970",20
"6971",15
"6972",15
"6973",15
"6974",15
"6975",15
"6976",15
"6977",15
"6978",15
"6979",15
"6980",15
"6981",15
"6982",15
"6983",15
"6984",15
"6985",15
"6986",15
"6987",15
"6988",15
"6989",28
"6990",15
"6991",17
"6992",14
"6993",15
"6994",15
"6995",15
"6996",10
"6997",15
"6998",19
"6999",15
"7000",15
"7001",15
"7002",15
"7003",15
"7004",15
"7005",15
"7006",15
"7007",15
"7008",15
"7009",15
"7010",15
"7011",15
"7012",15
"7013",15
"7014",19
"7015",15
"7016",15
"7017",15
"7018",15
"7019",19
"7020",15
"7021",4
"7022",15
"7023",15
"7024",19
"7025",19
"7026",25
"7027",18
"7028",29
"7029",29
"7030",3
"7031",29
"7032",29
"7033",29
"7034",27
"7035",29
"7036",3
"7037",23
"7038",18
"7039",21
"7040",29
"7041",29
"7042",18
"7043",18
"7044",29
"7045",23
"7046",23
"7047",29
"7048",3
"7049",18
"7050",29
"7051",18
"7052",29
"7053",19
"7054",18
"7055",29
"7056",18
"7057",18
"7058",29
"7059",18
"7060",18
"7061",18
"7062",3
"7063",19
"7064",29
"7065",18
"7066",29
"7067",18
"7068",3
"7069",18
"7070",29
"7071",18
"7072",29
"7073",29
"7074",29
"7075",18
"7076",26
"7077",19
"7078",18
"7079",29
"7080",23
"7081",29
"7082",29
"7083",18
"7084",29
"7085",18
"7086",29
"7087",18
"7088",29
"7089",3
"7090",18
"7091",18
"7092",18
"7093",18
"7094",3
"7095",29
"7096",29
"7097",29
"7098",29
"7099",3
"7100",19
"7101",18
"7102",3
"7103",18
"7104",18
"7105",29
"7106",29
"7107",29
"7108",18
"7109",29
"7110",29
"7111",18
"7112",18
"7113",3
"7114",20
"7115",18
"7116",18
"7117",19
"7118",29
"7119",29
"7120",18
"7121",18
"7122",29
"7123",29
"7124",29
"7125",29
"7126",3
"7127",2
"7128",29
"7129",2
"7130",23
"7131",2
"7132",2
"7133",2
"7134",29
"7135",29
"7136",2
"7137",3
"7138",29
"7139",29
"7140",29
"7141",29
"7142",2
"7143",2
"7144",3
"7145",29
"7146",29
"7147",2
"7148",18
"7149",2
"7150",3
"7151",2
"7152",2
"7153",3
"7154",29
"7155",20
"7156",3
"7157",3
"7158",29
"7159",3
"7160",29
"7161",29
"7162",29
"7163",2
"7164",2
"7165",19
"7166",2
"7167",2
"7168",29
"7169",3
"7170",3
"7171",3
"7172",3
"7173",2
"7174",19
"7175",28
"7176",20
"7177",28
"7178",28
"7179",28
"7180",28
"7181",16
"7182",28
"7183",28
"7184",23
"7185",23
"7186",28
"7187",28
"7188",28
"7189",16
"7190",28
"7191",28
"7192",28
"7193",28
"7194",28
"7195",29
"7196",28
"7197",28
"7198",19
"7199",17
"7200",17
"7201",28
"7202",17
"7203",29
"7204",28
"7205",28
"7206",17
"7207",17
"7208",28
"7209",28
"7210",28
"7211",14
"7212",28
"7213",17
"7214",19
"7215",28
"7216",28
"7217",28
"7218",17
"7219",28
"7220",17
"7221",28
"7222",22
"7223",23
"7224",26
"7225",28
"7226",23
"7227",28
"7228",19
"7229",28
"7230",14
"7231",19
"7232",28
"7233",28
"7234",23
"7235",23
"7236",19
"7237",19
"7238",17
"7239",19
"7240",2
"7241",23
"7242",17
"7243",2
"7244",28
"7245",19
"7246",12
"7247",29
"7248",14
"7249",23
"7250",2
"7251",28
"7252",17
"7253",17
"7254",14
"7255",17
"7256",26
"7257",14
"7258",14
"7259",21
"7260",5
"7261",2
"7262",14
"7263",14
"7264",28
"7265",29
"7266",14
"7267",17
"7268",28
"7269",23
"7270",29
"7271",7
"7272",10
"7273",7
"7274",4
"7275",7
"7276",7
"7277",26
"7278",17
"7279",17
"7280",17
"7281",17
"7282",14
"7283",28
"7284",22
"7285",28
"7286",14
"7287",28
"7288",14
"7289",14
"7290",17
"7291",14
"7292",17
"7293",14
"7294",14
"7295",17
"7296",14
"7297",14
"7298",17
"7299",14
"7300",14
"7301",17
"7302",14
"7303",22
"7304",14
"7305",14
"7306",14
"7307",14
"7308",14
"7309",14
"7310",14
"7311",14
"7312",17
"7313",14
"7314",2
"7315",14
"7316",14
"7317",14
"7318",17
"7319",17
"7320",14
"7321",14
"7322",14
"7323",17
"7324",14
"7325",17
"7326",14
"7327",14
"7328",14
"7329",25
"7330",21
"7331",21
"7332",21
"7333",29
"7334",21
"7335",21
"7336",21
"7337",23
"7338",21
"7339",29
"7340",29
"7341",21
"7342",21
"7343",29
"7344",29
"7345",21
"7346",21
"7347",21
"7348",21
"7349",29
"7350",26
"7351",29
"7352",21
"7353",21
"7354",21
"7355",2
"7356",23
"7357",28
"7358",17
"7359",25
"7360",21
"7361",16
"7362",17
"7363",20
"7364",25
"7365",17
"7366",28
"7367",6
"7368",19
"7369",26
"7370",19
"7371",29
"7372",21
"7373",21
"7374",10
"7375",13
"7376",18
"7377",29
"7378",26
"7379",1
"7380",14
"7381",25
"7382",1
"7383",12
"7384",28
"7385",17
"7386",1
"7387",10
"7388",1
"7389",1
"7390",1
"7391",1
"7392",19
"7393",1
"7394",1
"7395",1
"7396",1
"7397",1
"7398",1
"7399",1
"7400",1
"7401",1
"7402",25
"7403",22
"7404",17
"7405",2
"7406",30
"7407",8
"7408",30
"7409",1
"7410",25
"7411",1
"7412",1
"7413",1
"7414",1
"7415",1
"7416",1
"7417",21
"7418",19
"7419",17
"7420",17
"7421",1
"7422",1
"7423",1
"7424",1
"7425",1
"7426",1
"7427",14
"7428",1
"7429",26
"7430",1
"7431",1
"7432",1
"7433",15
"7434",23
"7435",26
"7436",16
"7437",20
"7438",6
"7439",28
"7440",20
"7441",25
"7442",26
"7443",28
"7444",20
"7445",23
"7446",31
"7447",21
"7448",7
"7449",20
"7450",15
"7451",19
"7452",19
"7453",19
"7454",19
"7455",19
"7456",19
"7457",19
"7458",23
"7459",19
"7460",19
"7461",19
"7462",19
"7463",19
"7464",19
"7465",19
"7466",19
"7467",14
"7468",19
"7469",19
"7470",19
"7471",19
"7472",19
"7473",19
"7474",13
"7475",19
"7476",19
"7477",19
"7478",19
"7479",19
"7480",19
"7481",19
"7482",19
"7483",28
"7484",19
"7485",19
"7486",19
"7487",19
"7488",19
"7489",19
"7490",19
"7491",19
"7492",19
"7493",19
"7494",19
"7495",23
"7496",23
"7497",23
"7498",28
"7499",21
"7500",10
"7501",10
"7502",10
"7503",7
"7504",10
"7505",7
"7506",26
"7507",26
"7508",19
"7509",6
"7510",9
"7511",19
"7512",11
"7513",29
"7514",29
"7515",23
"7516",9
"7517",19
"7518",19
"7519",19
"7520",10
"7521",10
"7522",21
"7523",26
"7524",6
"7525",2
"7526",20
"7527",10
"7528",28
"7529",28
"7530",19
"7531",2
"7532",6
"7533",28
"7534",29
"7535",29
"7536",23
"7537",23
"7538",28
"7539",29
"7540",23
"7541",29
"7542",3
"7543",28
"7544",29
"7545",28
"7546",29
"7547",23
"7548",28
"7549",23
"7550",29
"7551",3
"7552",25
"7553",21
"7554",28
"7555",23
"7556",12
"7557",28
"7558",28
"7559",28
"7560",19
"7561",28
"7562",5
"7563",29
"7564",20
"7565",10
"7566",2
"7567",28
"7568",15
"7569",28
"7570",28
"7571",28
"7572",28
"7573",28
"7574",28
"7575",28
"7576",28
"7577",15
"7578",28
"7579",14
"7580",20
"7581",28
"7582",23
"7583",5
"7584",2
"7585",20
"7586",28
"7587",21
"7588",28
"7589",28
"7590",14
"7591",19
"7592",28
"7593",28
"7594",28
"7595",19
"7596",2
"7597",28
"7598",19
"7599",14
"7600",28
"7601",28
"7602",28
"7603",28
"7604",23
"7605",2
"7606",14
"7607",28
"7608",27
"7609",29
"7610",19
"7611",28
"7612",29
"7613",23
"7614",23
"7615",23
"7616",29
"7617",19
"7618",20
"7619",19
"7620",16
"7621",28
"7622",20
"7623",19
"7624",28
"7625",28
"7626",28
"7627",28
"7628",28
"7629",28
"7630",14
"7631",25
"7632",28
"7633",28
"7634",28
"7635",14
"7636",28
"7637",14
"7638",17
"7639",28
"7640",28
"7641",23
"7642",28
"7643",14
"7644",20
"7645",28
"7646",14
"7647",16
"7648",28
"7649",26
"7650",28
"7651",28
"7652",14
"7653",28
"7654",28
"7655",28
"7656",16
"7657",28
"7658",9
"7659",28
"7660",16
"7661",2
"7662",17
"7663",14
"7664",17
"7665",28
"7666",16
"7667",28
"7668",28
"7669",19
"7670",14
"7671",14
"7672",14
"7673",19
"7674",14
"7675",17
"7676",19
"7677",23
"7678",28
"7679",14
"7680",29
"7681",22
"7682",22
"7683",23
"7684",22
"7685",22
"7686",23
"7687",22
"7688",22
"7689",19
"7690",22
"7691",26
"7692",29
"7693",22
"7694",14
"7695",27
"7696",22
"7697",14
"7698",27
"7699",28
"7700",28
"7701",19
"7702",22
"7703",28
"7704",14
"7705",17
"7706",22
"7707",22
"7708",22
"7709",22
"7710",25
"7711",29
"7712",19
"7713",22
"7714",14
"7715",23
"7716",14
"7717",14
"7718",14
"7719",10
"7720",17
"7721",14
"7722",14
"7723",14
"7724",14
"7725",14
"7726",14
"7727",14
"7728",14
"7729",14
"7730",14
"7731",14
"7732",14
"7733",14
"7734",17
"7735",14
"7736",14
"7737",14
"7738",14
"7739",14
"7740",14
"7741",14
"7742",14
"7743",14
"7744",17
"7745",28
"7746",14
"7747",14
"7748",14
"7749",17
"7750",14
"7751",14
"7752",14
"7753",14
"7754",14
"7755",28
"7756",14
"7757",14
"7758",14
"7759",17
"7760",14
"7761",14
"7762",14
"7763",17
"7764",17
"7765",14
"7766",14
"7767",14
"7768",23
"7769",26
"7770",28
"7771",14
"7772",23
"7773",28
"7774",14
"7775",14
"7776",14
"7777",23
"7778",10
"7779",10
"7780",17
"7781",14
"7782",23
"7783",14
"7784",14
"7785",26
"7786",10
"7787",14
"7788",14
"7789",10
"7790",1
"7791",1
"7792",1
"7793",1
"7794",1
"7795",1
"7796",1
"7797",1
"7798",1
"7799",1
"7800",20
"7801",1
"7802",19
"7803",1
"7804",17
"7805",1
"7806",1
"7807",1
"7808",29
"7809",17
"7810",1
"7811",1
"7812",1
"7813",1
"7814",14
"7815",1
"7816",1
"7817",19
"7818",1
"7819",1
"7820",19
"7821",1
"7822",1
"7823",1
"7824",1
"7825",10
"7826",1
"7827",1
"7828",1
"7829",1
"7830",1
"7831",15
"7832",1
"7833",1
"7834",1
"7835",1
"7836",1
"7837",1
"7838",1
"7839",1
"7840",17
"7841",1
"7842",1
"7843",1
"7844",1
"7845",1
"7846",10
"7847",1
"7848",1
"7849",1
"7850",1
"7851",1
"7852",1
"7853",6
"7854",1
"7855",1
"7856",1
"7857",1
"7858",1
"7859",1
"7860",21
"7861",1
"7862",1
"7863",1
"7864",2
"7865",1
"7866",1
"7867",1
"7868",1
"7869",1
"7870",1
"7871",1
"7872",1
"7873",15
"7874",1
"7875",1
"7876",1
"7877",1
"7878",18
"7879",10
"7880",1
"7881",1
"7882",1
"7883",14
"7884",17
"7885",29
"7886",23
"7887",5
"7888",10
"7889",10
"7890",17
"7891",14
"7892",23
"7893",23
"7894",22
"7895",2
"7896",17
"7897",23
"7898",19
"7899",28
"7900",10
"7901",28
"7902",17
"7903",23
"7904",19
"7905",17
"7906",17
"7907",14
"7908",19
"7909",28
"7910",19
"7911",20
"7912",28
"7913",19
"7914",17
"7915",22
"7916",20
"7917",14
"7918",17
"7919",28
"7920",29
"7921",16
"7922",18
"7923",18
"7924",18
"7925",29
"7926",18
"7927",18
"7928",18
"7929",29
"7930",20
"7931",31
"7932",31
"7933",29
"7934",31
"7935",18
"7936",31
"7937",18
"7938",29
"7939",18
"7940",31
"7941",18
"7942",29
"7943",29
"7944",18
"7945",29
"7946",18
"7947",18
"7948",29
"7949",18
"7950",18
"7951",18
"7952",18
"7953",18
"7954",29
"7955",29
"7956",18
"7957",18
"7958",18
"7959",18
"7960",18
"7961",29
"7962",29
"7963",18
"7964",29
"7965",18
"7966",29
"7967",29
"7968",18
"7969",18
"7970",18
"7971",18
"7972",18
"7973",18
"7974",18
"7975",18
"7976",18
"7977",18
"7978",18
"7979",29
"7980",29
"7981",18
"7982",18
"7983",18
"7984",18
"7985",18
"7986",29
"7987",28
"7988",26
"7989",23
"7990",2
"7991",14
"7992",28
"7993",23
"7994",14
"7995",14
"7996",23
"7997",6
"7998",2
"7999",2
"8000",14
"8001",14
"8002",14
"8003",14
"8004",29
"8005",15
"8006",18
"8007",2
"8008",6
"8009",14
"8010",23
"8011",6
"8012",3
"8013",28
"8014",28
"8015",2
"8016",3
"8017",12
"8018",12
"8019",12
"8020",12
"8021",12
"8022",12
"8023",12
"8024",12
"8025",12
"8026",12
"8027",12
"8028",12
"8029",12
"8030",12
"8031",12
"8032",12
"8033",12
"8034",12
"8035",8
"8036",12
"8037",12
"8038",12
"8039",12
"8040",12
"8041",12
"8042",12
"8043",19
"8044",12
"8045",12
"8046",12
"8047",12
"8048",12
"8049",12
"8050",12
"8051",12
"8052",12
"8053",12
"8054",12
"8055",12
"8056",12
"8057",12
"8058",12
"8059",8
"8060",12
"8061",12
"8062",12
"8063",12
"8064",12
"8065",12
"8066",12
"8067",12
"8068",12
"8069",12
"8070",12
"8071",12
"8072",12
"8073",12
"8074",12
"8075",12
"8076",12
"8077",12
"8078",12
"8079",8
"8080",12
"8081",12
"8082",12
"8083",28
"8084",23
"8085",12
"8086",12
"8087",12
"8088",12
"8089",12
"8090",12
"8091",12
"8092",12
"8093",12
"8094",12
"8095",12
"8096",12
"8097",12
"8098",12
"8099",12
"8100",12
"8101",12
"8102",8
"8103",12
"8104",12
"8105",12
"8106",12
"8107",12
"8108",8
"8109",12
"8110",12
"8111",12
"8112",12
"8113",12
"8114",12
"8115",12
"8116",12
"8117",12
"8118",12
"8119",8
"8120",12
"8121",12
"8122",8
"8123",12
"8124",12
"8125",12
"8126",12
"8127",12
"8128",30
"8129",12
"8130",8
"8131",12
"8132",12
"8133",12
"8134",20
"8135",12
"8136",12
"8137",12
"8138",12
"8139",12
"8140",12
"8141",12
"8142",12
"8143",12
"8144",19
"8145",12
"8146",12
"8147",12
"8148",12
"8149",12
"8150",12
"8151",8
"8152",12
"8153",19
"8154",12
"8155",12
"8156",12
"8157",10
"8158",18
"8159",10
"8160",26
"8161",19
"8162",22
"8163",29
"8164",6
"8165",26
"8166",6
"8167",29
"8168",10
"8169",6
"8170",10
"8171",29
"8172",18
"8173",18
"8174",10
"8175",10
"8176",17
"8177",6
"8178",3
"8179",29
"8180",29
"8181",22
"8182",19
"8183",10
"8184",26
"8185",10
"8186",8
"8187",12
"8188",12
"8189",14
"8190",6
"8191",17
"8192",6
"8193",14
"8194",10
"8195",21
"8196",2
"8197",23
"8198",6
"8199",2
"8200",26
"8201",20
"8202",17
"8203",2
"8204",6
"8205",10
"8206",12
"8207",29
"8208",29
"8209",21
"8210",2
"8211",12
"8212",2
"8213",7
"8214",23
"8215",2
"8216",21
"8217",3
"8218",6
"8219",23
"8220",17
"8221",25
"8222",23
"8223",23
"8224",23
"8225",20
"8226",6
"8227",25
"8228",1
"8229",20
"8230",15
"8231",2
"8232",14
"8233",14
"8234",23
"8235",14
"8236",14
"8237",20
"8238",21
"8239",21
"8240",26
"8241",20
"8242",16
"8243",2
"8244",28
"8245",6
"8246",29
"8247",29
"8248",29
"8249",29
"8250",29
"8251",29
"8252",25
"8253",29
"8254",18
"8255",21
"8256",18
"8257",29
"8258",29
"8259",3
"8260",18
"8261",29
"8262",18
"8263",29
"8264",18
"8265",18
"8266",29
"8267",29
"8268",18
"8269",29
"8270",29
"8271",29
"8272",18
"8273",29
"8274",18
"8275",29
"8276",18
"8277",29
"8278",18
"8279",29
"8280",18
"8281",19
"8282",3
"8283",23
"8284",29
"8285",3
"8286",23
"8287",23
"8288",3
"8289",29
"8290",29
"8291",3
"8292",23
"8293",2
"8294",3
"8295",29
"8296",29
"8297",19
"8298",29
"8299",3
"8300",23
"8301",25
"8302",3
"8303",19
"8304",23
"8305",3
"8306",29
"8307",19
"8308",3
"8309",3
"8310",29
"8311",3
"8312",3
"8313",3
"8314",3
"8315",29
"8316",29
"8317",3
"8318",3
"8319",3
"8320",3
"8321",23
"8322",2
"8323",23
"8324",29
"8325",3
"8326",14
"8327",3
"8328",3
"8329",3
"8330",3
"8331",2
"8332",23
"8333",3
"8334",3
"8335",29
"8336",3
"8337",23
"8338",3
"8339",29
"8340",3
"8341",29
"8342",17
"8343",3
"8344",3
"8345",29
"8346",29
"8347",3
"8348",3
"8349",3
"8350",29
"8351",3
"8352",19
"8353",3
"8354",3
"8355",29
"8356",3
"8357",27
"8358",19
"8359",3
"8360",23
"8361",19
"8362",3
"8363",29
"8364",3
"8365",5
"8366",3
"8367",3
"8368",27
"8369",29
"8370",25
"8371",1
"8372",3
"8373",29
"8374",29
"8375",3
"8376",29
"8377",29
"8378",3
"8379",29
"8380",3
"8381",3
"8382",3
"8383",29
"8384",29
"8385",28
"8386",3
"8387",3
"8388",29
"8389",14
"8390",19
"8391",29
"8392",3
"8393",20
"8394",19
"8395",3
"8396",3
"8397",3
"8398",28
"8399",25
"8400",29
"8401",3
"8402",3
"8403",2
"8404",3
"8405",3
"8406",26
"8407",14
"8408",28
"8409",14
"8410",28
"8411",28
"8412",28
"8413",28
"8414",23
"8415",23
"8416",17
"8417",20
"8418",20
"8419",20
"8420",23
"8421",29
"8422",28
"8423",17
"8424",19
"8425",26
"8426",17
"8427",26
"8428",26
"8429",19
"8430",10
"8431",2
"8432",2
"8433",3
"8434",6
"8435",10
"8436",26
"8437",20
"8438",2
"8439",28
"8440",12
"8441",23
"8442",19
"8443",14
"8444",17
"8445",30
"8446",19
"8447",17
"8448",19
"8449",14
"8450",14
"8451",2
"8452",17
"8453",21
"8454",19
"8455",19
"8456",23
"8457",28
"8458",19
"8459",19
"8460",23
"8461",23
"8462",28
"8463",28
"8464",23
"8465",19
"8466",30
"8467",14
"8468",23
"8469",8
"8470",23
"8471",14
"8472",23
"8473",14
"8474",20
"8475",14
"8476",28
"8477",28
"8478",12
"8479",14
"8480",25
"8481",10
"8482",2
"8483",2
"8484",2
"8485",2
"8486",2
"8487",2
"8488",2
"8489",2
"8490",2
"8491",2
"8492",2
"8493",2
"8494",2
"8495",2
"8496",2
"8497",2
"8498",2
"8499",2
"8500",2
"8501",2
"8502",2
"8503",2
"8504",2
"8505",12
"8506",2
"8507",2
"8508",2
"8509",2
"8510",2
"8511",2
"8512",2
"8513",2
"8514",2
"8515",2
"8516",2
"8517",2
"8518",2
"8519",2
"8520",2
"8521",2
"8522",2
"8523",2
"8524",2
"8525",2
"8526",2
"8527",12
"8528",2
"8529",2
"8530",2
"8531",2
"8532",2
"8533",2
"8534",2
"8535",2
"8536",2
"8537",2
"8538",2
"8539",2
"8540",2
"8541",2
"8542",15
"8543",2
"8544",2
"8545",2
"8546",2
"8547",19
"8548",14
"8549",24
"8550",16
"8551",2
"8552",6
"8553",16
"8554",6
"8555",6
"8556",22
"8557",14
"8558",6
"8559",10
"8560",2
"8561",2
"8562",14
"8563",10
"8564",10
"8565",26
"8566",26
"8567",26
"8568",15
"8569",25
"8570",23
"8571",15
"8572",24
"8573",24
"8574",18
"8575",22
"8576",29
"8577",29
"8578",29
"8579",23
"8580",14
"8581",8
"8582",29
"8583",23
"8584",25
"8585",26
"8586",29
"8587",29
"8588",18
"8589",23
"8590",29
"8591",18
"8592",29
"8593",29
"8594",6
"8595",29
"8596",18
"8597",29
"8598",23
"8599",19
"8600",22
"8601",29
"8602",23
"8603",19
"8604",10
"8605",14
"8606",29
"8607",29
"8608",20
"8609",29
"8610",19
"8611",3
"8612",29
"8613",29
"8614",29
"8615",29
"8616",14
"8617",29
"8618",29
"8619",29
"8620",17
"8621",19
"8622",29
"8623",29
"8624",19
"8625",14
"8626",18
"8627",23
"8628",26
"8629",29
"8630",18
"8631",29
"8632",16
"8633",31
"8634",16
"8635",23
"8636",20
"8637",16
"8638",16
"8639",16
"8640",27
"8641",16
"8642",23
"8643",16
"8644",16
"8645",16
"8646",16
"8647",9
"8648",16
"8649",9
"8650",5
"8651",22
"8652",16
"8653",16
"8654",9
"8655",16
"8656",20
"8657",16
"8658",9
"8659",9
"8660",16
"8661",16
"8662",9
"8663",11
"8664",9
"8665",16
"8666",16
"8667",11
"8668",16
"8669",9
"8670",19
"8671",16
"8672",16
"8673",16
"8674",11
"8675",26
"8676",16
"8677",10
"8678",16
"8679",20
"8680",9
"8681",16
"8682",16
"8683",16
"8684",16
"8685",16
"8686",11
"8687",28
"8688",16
"8689",16
"8690",28
"8691",17
"8692",9
"8693",20
"8694",9
"8695",19
"8696",19
"8697",23
"8698",19
"8699",29
"8700",23
"8701",19
"8702",28
"8703",5
"8704",21
"8705",28
"8706",28
"8707",28
"8708",19
"8709",28
"8710",19
"8711",28
"8712",19
"8713",28
"8714",23
"8715",28
"8716",29
"8717",28
"8718",19
"8719",28
"8720",28
"8721",28
"8722",28
"8723",28
"8724",14
"8725",28
"8726",3
"8727",23
"8728",19
"8729",28
"8730",20
"8731",19
"8732",28
"8733",28
"8734",19
"8735",16
"8736",28
"8737",28
"8738",28
"8739",28
"8740",28
"8741",28
"8742",28
"8743",28
"8744",23
"8745",28
"8746",23
"8747",20
"8748",19
"8749",23
"8750",19
"8751",23
"8752",19
"8753",28
"8754",14
"8755",28
"8756",23
"8757",28
"8758",19
"8759",28
"8760",19
"8761",28
"8762",28
"8763",19
"8764",19
"8765",19
"8766",19
"8767",19
"8768",28
"8769",23
"8770",28
"8771",23
"8772",16
"8773",14
"8774",23
"8775",14
"8776",19
"8777",28
"8778",28
"8779",28
"8780",28
"8781",6
"8782",17
"8783",19
"8784",28
"8785",14
"8786",28
"8787",29
"8788",19
"8789",28
"8790",28
"8791",23
"8792",28
"8793",3
"8794",28
"8795",19
"8796",28
"8797",22
"8798",19
"8799",29
"8800",3
"8801",28
"8802",28
"8803",23
"8804",28
"8805",2
"8806",28
"8807",28
"8808",28
"8809",28
"8810",28
"8811",19
"8812",28
"8813",19
"8814",28
"8815",28
"8816",19
"8817",28
"8818",28
"8819",23
"8820",23
"8821",19
"8822",20
"8823",23
"8824",28
"8825",28
"8826",28
"8827",23
"8828",19
"8829",23
"8830",19
"8831",19
"8832",23
"8833",28
"8834",19
"8835",23
"8836",23
"8837",23
"8838",29
"8839",23
"8840",28
"8841",23
"8842",28
"8843",20
"8844",28
"8845",28
"8846",7
"8847",19
"8848",9
"8849",9
"8850",26
"8851",5
"8852",9
"8853",10
"8854",9
"8855",9
"8856",28
"8857",20
"8858",21
"8859",9
"8860",9
"8861",9
"8862",9
"8863",9
"8864",29
"8865",16
"8866",26
"8867",26
"8868",11
"8869",16
"8870",23
"8871",16
"8872",16
"8873",16
"8874",16
"8875",20
"8876",20
"8877",16
"8878",16
"8879",16
"8880",16
"8881",16
"8882",16
"8883",16
"8884",16
"8885",16
"8886",16
"8887",16
"8888",22
"8889",16
"8890",16
"8891",16
"8892",16
"8893",16
"8894",16
"8895",16
"8896",16
"8897",16
"8898",16
"8899",16
"8900",16
"8901",16
"8902",16
"8903",16
"8904",16
"8905",16
"8906",19
"8907",16
"8908",16
"8909",16
"8910",16
"8911",23
"8912",16
"8913",16
"8914",16
"8915",16
"8916",16
"8917",16
"8918",16
"8919",16
"8920",16
"8921",19
"8922",16
"8923",16
"8924",16
"8925",16
"8926",16
"8927",16
"8928",16
"8929",16
"8930",16
"8931",16
"8932",28
"8933",23
"8934",19
"8935",16
"8936",16
"8937",16
"8938",16
"8939",16
"8940",23
"8941",16
"8942",16
"8943",16
"8944",16
"8945",16
"8946",16
"8947",16
"8948",23
"8949",16
"8950",16
"8951",16
"8952",16
"8953",16
"8954",20
"8955",23
"8956",16
"8957",23
"8958",16
"8959",16
"8960",16
"8961",28
"8962",16
"8963",16
"8964",19
"8965",20
"8966",16
"8967",16
"8968",16
"8969",16
"8970",16
"8971",20
"8972",16
"8973",16
"8974",16
"8975",16
"8976",16
"8977",16
"8978",16
"8979",16
"8980",16
"8981",23
"8982",16
"8983",19
"8984",16
"8985",16
"8986",16
"8987",16
"8988",16
"8989",16
"8990",16
"8991",16
"8992",16
"8993",16
"8994",16
"8995",16
"8996",28
"8997",16
"8998",16
"8999",16
"9000",16
"9001",16
"9002",16
"9003",16
"9004",16
"9005",20
"9006",16
"9007",16
"9008",16
"9009",16
"9010",16
"9011",16
"9012",16
"9013",26
"9014",17
"9015",16
"9016",16
"9017",22
"9018",16
"9019",20
"9020",16
"9021",16
"9022",16
"9023",16
"9024",16
"9025",16
"9026",16
"9027",16
"9028",16
"9029",16
"9030",28
"9031",16
"9032",16
"9033",16
"9034",16
"9035",16
"9036",16
"9037",16
"9038",16
"9039",16
"9040",16
"9041",16
"9042",16
"9043",23
"9044",25
"9045",20
"9046",20
"9047",19
"9048",2
"9049",19
"9050",23
"9051",19
"9052",25
"9053",19
"9054",19
"9055",2
"9056",6
"9057",4
"9058",27
"9059",14
"9060",17
"9061",29
"9062",6
"9063",27
"9064",2
"9065",28
"9066",28
"9067",23
"9068",6
"9069",26
"9070",25
"9071",21
"9072",28
"9073",28
"9074",14
"9075",17
"9076",23
"9077",2
"9078",21
"9079",20
"9080",29
"9081",10
"9082",19
"9083",23
"9084",25
"9085",29
"9086",3
"9087",28
"9088",25
"9089",20
"9090",28
"9091",29
"9092",3
"9093",29
"9094",3
"9095",29
"9096",3
"9097",29
"9098",3
"9099",3
"9100",3
"9101",29
"9102",29
"9103",3
"9104",3
"9105",29
"9106",28
"9107",29
"9108",29
"9109",3
"9110",3
"9111",3
"9112",3
"9113",29
"9114",3
"9115",3
"9116",3
"9117",20
"9118",29
"9119",29
"9120",3
"9121",3
"9122",3
"9123",3
"9124",29
"9125",3
"9126",3
"9127",3
"9128",29
"9129",3
"9130",3
"9131",23
"9132",29
"9133",3
"9134",3
"9135",29
"9136",29
"9137",28
"9138",3
"9139",3
"9140",3
"9141",3
"9142",3
"9143",29
"9144",3
"9145",25
"9146",29
"9147",22
"9148",14
"9149",14
"9150",17
"9151",29
"9152",29
"9153",25
"9154",25
"9155",14
"9156",22
"9157",14
"9158",14
"9159",6
"9160",6
"9161",6
"9162",6
"9163",29
"9164",24
"9165",2
"9166",6
"9167",6
"9168",6
"9169",2
"9170",2
"9171",6
"9172",2
"9173",16
"9174",2
"9175",2
"9176",6
"9177",14
"9178",23
"9179",24
"9180",10
"9181",6
"9182",23
"9183",6
"9184",6
"9185",6
"9186",23
"9187",26
"9188",6
"9189",10
"9190",2
"9191",10
"9192",6
"9193",10
"9194",19
"9195",29
"9196",6
"9197",6
"9198",2
"9199",2
"9200",2
"9201",2
"9202",6
"9203",23
"9204",6
"9205",17
"9206",2
"9207",2
"9208",3
"9209",28
"9210",29
"9211",19
"9212",28
"9213",20
"9214",29
"9215",19
"9216",23
"9217",19
"9218",19
"9219",19
"9220",8
"9221",3
"9222",29
"9223",7
"9224",29
"9225",13
"9226",29
"9227",23
"9228",29
"9229",26
"9230",26
"9231",28
"9232",23
"9233",19
"9234",19
"9235",26
"9236",19
"9237",19
"9238",17
"9239",14
"9240",28
"9241",28
"9242",28
"9243",28
"9244",19
"9245",19
"9246",3
"9247",23
"9248",28
"9249",2
"9250",23
"9251",28
"9252",21
"9253",22
"9254",21
"9255",2
"9256",20
"9257",17
"9258",17
"9259",19
"9260",19
"9261",15
"9262",20
"9263",19
"9264",10
"9265",17
"9266",21
"9267",20
"9268",3
"9269",23
"9270",20
"9271",4
"9272",12
"9273",19
"9274",23
"9275",12
"9276",14
"9277",23
"9278",26
"9279",12
"9280",14
"9281",21
"9282",17
"9283",29
"9284",19
"9285",29
"9286",20
"9287",14
"9288",19
"9289",28
"9290",19
"9291",14
"9292",12
"9293",29
"9294",23
"9295",29
"9296",29
